,text_raw,text_clean,text_raw_len,vader,textblob,distilbert
1446,"`I'm a poor man,' the Hatter went on, `and most things
twinkled after that--only the March Hare said--'

  `I didn't!'","'i am a poor man,' the hatter went on, 'and most things twinkled after that--only the march hare said--' 'i did not!'",118,-0.5255,0.11249999999999999,-0.9793229103088379
1447,the March Hare interrupted in a great hurry.,the march hare interrupted in a great hurry.,44,0.4404,0.8,-0.9963176846504211
1448,`You did!','you did!',10,0.0,0.0,0.9996253848075867
1449,said the Hatter.,said the hatter.,16,0.0,0.0,0.9979366064071655
1450,`I deny it!','i deny it!',12,-0.4003,0.0,-0.998454749584198
1451,said the March Hare.,said the march hare.,20,0.0,0.0,0.9608919024467468
1452,"`He denies it,' said the King:  `leave out that part.'","'he denies it,' said the king: 'leave out that part.'",54,-0.4588,0.0,-0.9970699548721313
1453,"`Well, at any rate, the Dormouse said--' the Hatter went on,
looking anxiously round to see if he would deny it too:  but the
Dormouse denied nothing, being fast asleep.","'well, at any rate, the dormouse said--' the hatter went on, looking anxiously round to see if he would deny it too: but the dormouse denied nothing, being fast asleep.",169,-0.6652,0.0,-0.9974168539047241
1454,"`After that,' continued the Hatter, `I cut some more bread-
and-butter--'

  `But what did the Dormouse say?'","'after that,' continued the hatter, 'i cut some more bread- and-butter--' 'but what did the dormouse say?'",109,-0.1406,0.5,-0.9963462352752686
1455,one of the jury asked.,one of the jury asked.,22,0.0,0.0,0.7107371091842651
1456,"`That I can't remember,' said the Hatter.","'that i cannot remember,' said the hatter.",41,0.0,0.0,0.9893305897712708
1457,"`You MUST remember,' remarked the King, `or I'll have you
executed.'","'you must remember,' remarked the king, 'or i will have you executed.'",68,0.0,0.0,0.8099429607391357
1458,"The miserable Hatter dropped his teacup and bread-and-butter,
and went down on one knee.","the miserable hatter dropped his teacup and bread-and-butter, and went down on one knee.",88,-0.4939,-0.5777777777777778,-0.999299168586731
1459,"`I'm a poor man, your Majesty,' he
began.","'i am a poor man, your majesty,' he began.",41,-0.4767,-0.4,-0.9922758936882019
1460,"`You're a very poor speaker,' said the King.","'you are a very poor speaker,' said the king.",44,-0.5256,-0.52,-0.9995618462562561
1461,"Here one of the guinea-pigs cheered, and was immediately
suppressed by the officers of the court.","here one of the guinea-pigs cheered, and was immediately suppressed by the officers of the court.",97,0.5106,0.0,-0.9974583387374878
1462,"(As that is rather a
hard word, I will just explain to you how it was done.","(as that is rather a hard word, i will just explain to you how it was done.",75,-0.1027,-0.2916666666666667,0.615729570388794
1463,"They had
a large canvas bag, which tied up at the mouth with strings:
into this they slipped the guinea-pig, head first, and then sat
upon it.)","they had a large canvas bag, which tied up at the mouth with strings: into this they slipped the guinea-pig, head first, and then sat upon it.)",143,0.0,0.23214285714285715,-0.9860158562660217
1464,"`I'm glad I've seen that done,' thought Alice.","'i am glad i have seen that done,' thought alice.",46,0.4588,0.5,0.9976704120635986
1465,"`I've so often
read in the newspapers, at the end of trials, ""There was some
attempts at applause, which was immediately suppressed by the
officers of the court,"" and I never understood what it meant
till now.'","'i have so often read in the newspapers, at the end of trials, ""there was some attempts at applause, which was immediately suppressed by the officers of the court,"" and i never understood what it meant till now.'",210,0.4215,0.0,-0.9978925585746765
1466,"`If that's all you know about it, you may stand down,'
continued the King.","'if that is all you know about it, you may stand down,' continued the king.",74,0.0,-0.15555555555555559,-0.9983028769493103
1467,"`I can't go no lower,' said the Hatter:  `I'm on the floor, as
it is.'","'i cannot go no lower,' said the hatter: 'i am on the floor, as it is.'",70,-0.1673,0.0,-0.9555912017822266
1468,"`Then you may SIT down,' the King replied.","'then you may sit down,' the king replied.",42,0.0,-0.15555555555555559,0.9476655125617981
1469,"Here the other guinea-pig cheered, and was suppressed.","here the other guinea-pig cheered, and was suppressed.",54,0.5106,-0.125,-0.9985330700874329
1470,"`Come, that finished the guinea-pigs!'","'come, that finished the guinea-pigs!'",38,0.0,0.0,-0.9822016954421997
1471,thought Alice.,thought alice.,14,0.0,0.0,0.9981398582458496
1472,"`Now we
shall get on better.'",'now we shall get on better.',29,0.4404,0.5,0.9160096049308777
1473,"`I'd rather finish my tea,' said the Hatter, with an anxious
look at the Queen, who was reading the list of singers.","'i would rather finish my tea,' said the hatter, with an anxious look at the queen, who was reading the list of singers.",116,-0.25,-0.25,0.9710561633110046
1474,"`You may go,' said the King, and the Hatter hurriedly left the
court, without even waiting to put his shoes on.","'you may go,' said the king, and the hatter hurriedly left the court, without even waiting to put his shoes on.",111,0.0,0.0,-0.9733879566192627
1475,"`--and just take his head off outside,' the Queen added to one
of the officers:  but the Hatter was out of sight before the
officer could get to the door.","'--and just take his head off outside,' the queen added to one of the officers: but the hatter was out of sight before the officer could get to the door.",154,0.0,0.0,-0.9608162641525269
1476,`Call the next witness!','call the next witness!',24,0.0,0.0,0.6091916561126709
1477,said the King.,said the king.,14,0.0,0.0,0.9979780316352844
1478,The next witness was the Duchess's cook.,the next witness was the duchess's cook.,40,0.0,0.0,0.9078449606895447
1479,"She carried the
pepper-box in her hand, and Alice guessed who it was, even before
she got into the court, by the way the people near the door began
sneezing all at once.","she carried the pepper-box in her hand, and alice guessed who it was, even before she got into the court, by the way the people near the door began sneezing all at once.",169,0.4939,0.1,-0.9925075769424438
1480,"`Give your evidence,' said the King.","'give your evidence,' said the king.",36,0.0,0.0,0.8957333564758301
1481,"`Shan't,' said the cook.","'shall not,' said the cook.",24,0.0,0.0,-0.9966645240783691
1482,"The King looked anxiously at the White Rabbit, who said in a
low voice, `Your Majesty must cross-examine THIS witness.'","the king looked anxiously at the white rabbit, who said in a low voice, 'your majesty must cross-examine this witness.'",119,-0.4588,-0.08333333333333333,-0.9374260306358337
1483,"`Well, if I must, I must,' the King said, with a melancholy
air, and, after folding his arms and frowning at the cook till
his eyes were nearly out of sight, he said in a deep voice, `What
are tarts made of?'","'well, if i must, i must,' the king said, with a melancholy air, and, after folding his arms and frowning at the cook till his eyes were nearly out of sight, he said in a deep voice, 'what are tarts made of?'",208,-0.4939,0.05,0.89166259765625
1484,"`Pepper, mostly,' said the cook.","'pepper, mostly,' said the cook.",32,0.0,0.5,0.9698718190193176
1485,"`Treacle,' said a sleepy voice behind her.","'treacle,' said a sleepy voice behind her.",42,0.0,-0.4,-0.9807289838790894
1486,"`Collar that Dormouse,' the Queen shrieked out.","'collar that dormouse,' the queen shrieked out.",47,0.0,0.0,-0.9665701389312744
1487,"`Behead that
Dormouse!",behead that dormouse!,22,0.0,0.0,-0.9519627094268799
1488,Turn that Dormouse out of court!,turn that dormouse out of court!,32,0.0,0.0,0.9822458028793335
1489,Suppress him!,suppress him!,13,0.0,0.0,-0.9877734184265137
1490,"Pinch
him!",pinch him!,10,0.0,0.0,-0.9948287010192871
1491,Off with his whiskers!',off with his whiskers!,23,0.0,0.0,0.9152640700340271
1492,"For some minutes the whole court was in confusion, getting the
Dormouse turned out, and, by the time they had settled down
again, the cook had disappeared.","for some minutes the whole court was in confusion, getting the dormouse turned out, and, by the time they had settled down again, the cook had disappeared.",155,-0.4767,0.022222222222222213,-0.9996087551116943
1493,`Never mind!','never mind!',13,0.0,0.0,0.9988107681274414
1494,"said the King, with an air of great relief.","said the king, with an air of great relief.",43,0.802,0.8,0.9998713135719299
1495,`Call the next witness.','call the next witness.',24,0.0,0.0,-0.8522676229476929
1496,"And he added in an undertone to the
Queen, `Really, my dear, YOU must cross-examine the next witness.","and he added in an undertone to the queen, 'really, my dear, you must cross-examine the next witness.",101,0.4364,0.1,0.9774935841560364
1497,It quite makes my forehead ache!',it quite makes my forehead ache!,33,-0.4389,0.0,-0.9976826310157776
1498,"Alice watched the White Rabbit as he fumbled over the list,
feeling very curious to see what the next witness would be like,
`--for they haven't got much evidence YET,' she said to herself.","alice watched the white rabbit as he fumbled over the list, feeling very curious to see what the next witness would be like, '--for they have not got much evidence yet,' she said to herself.",189,0.6801,0.0175,-0.7725223898887634
1499,"Imagine her surprise, when the White Rabbit read out, at the top
of his shrill little voice, the name `Alice!'","imagine her surprise, when the white rabbit read out, at the top of his shrill little voice, the name 'alice!'",110,0.4926,-0.033593750000000006,0.6356178522109985
1500,"CHAPTER XII

                        Alice's Evidence


  `Here!'",chapter xii alice's evidence 'here!,65,0.0,0.0,0.9976362586021423
1501,"cried Alice, quite forgetting in the flurry of the
moment how large she had grown in the last few minutes, and she
jumped up in such a hurry that she tipped over the jury-box with
the edge of her skirt, upsetting all the jurymen on to the heads
of the crowd below, and there they lay sprawling about, reminding
her very much of a globe of goldfish she had accidentally upset
the week before.","cried alice, quite forgetting in the flurry of the moment how large she had grown in the last few minutes, and she jumped up in such a hurry that she tipped over the jury-box with the edge of her skirt, upsetting all the jurymen on to the heads of the crowd below, and there they lay sprawling about, reminding her very much of a globe of goldfish she had accidentally upset the week before.",391,-0.8658,0.05485714285714285,0.617420494556427
1502,"`Oh, I BEG your pardon!'","'oh, i beg your pardon!'",24,0.3802,0.0,-0.9507094621658325
1503,"she exclaimed in a tone of great
dismay, and began picking them up again as quickly as she could,
for the accident of the goldfish kept running in her head, and
she had a vague sort of idea that they must be collected at once
and put back into the jury-box, or they would die.","she exclaimed in a tone of great dismay, and began picking them up again as quickly as she could, for the accident of the goldfish kept running in her head, and she had a vague sort of idea that they must be collected at once and put back into the jury-box, or they would die.",276,-0.7269,0.15833333333333333,-0.9981971979141235
